dataset	ref_weight	ref_frac	sample_frac	seed	num_ref_seqs	num_sample_seqs
marine	distance	0.8	0.2	4	129249	32312
marine	distance	0.8	0.2	5	129249	32312
marine	distance	0.8	0.2	6	129249	32312
marine	distance	0.8	0.2	7	129249	32312
marine	distance	0.8	0.2	8	129249	32312
marine	distance	0.8	0.2	9	129249	32312
marine	distance	0.8	0.2	10	129249	32312
marine	distance	0.8	0.2	11	129249	32312
marine	distance	0.8	0.2	12	129249	32312
marine	distance	0.8	0.2	13	129249	32312
marine	distance	0.8	0.2	14	129249	32312
marine	distance	0.8	0.2	15	129249	32312
marine	distance	0.8	0.2	16	129249	32312
marine	distance	0.8	0.2	17	129249	32312
marine	distance	0.8	0.2	18	129249	32312
marine	distance	0.8	0.2	19	129249	32312
marine	distance	0.8	0.2	20	129249	32312
mouse	simple	0.1	0.2	1	6811	13622
mouse	simple	0.1	0.2	2	6811	13622
mouse	simple	0.1	0.2	3	6811	13622
mouse	simple	0.1	0.2	4	6811	13622
mouse	simple	0.1	0.2	5	6811	13622
mouse	simple	0.1	0.2	6	6811	13622
mouse	simple	0.1	0.2	7	6811	13622
mouse	simple	0.1	0.2	8	6811	13622
mouse	simple	0.1	0.2	9	6811	13622
mouse	simple	0.1	0.2	10	6811	13622
mouse	simple	0.1	0.2	11	6811	13622
mouse	simple	0.1	0.2	12	6811	13622
mouse	simple	0.1	0.2	13	6811	13622
mouse	simple	0.1	0.2	14	6811	13622
mouse	simple	0.1	0.2	15	6811	13622
mouse	simple	0.1	0.2	16	6811	13622
mouse	simple	0.1	0.2	17	6811	13622
mouse	simple	0.1	0.2	18	6811	13622
mouse	simple	0.1	0.2	19	6811	13622
mouse	simple	0.1	0.2	20	6811	13622
mouse	simple	0.2	0.2	1	13622	13622
mouse	simple	0.2	0.2	2	13622	13622
mouse	simple	0.2	0.2	3	13622	13622
mouse	simple	0.2	0.2	4	13622	13622
mouse	simple	0.2	0.2	5	13622	13622
mouse	simple	0.2	0.2	6	13622	13622
mouse	simple	0.2	0.2	7	13622	13622
mouse	simple	0.2	0.2	8	13622	13622
mouse	simple	0.2	0.2	9	13622	13622
mouse	simple	0.2	0.2	10	13622	13622
mouse	simple	0.2	0.2	11	13622	13622
mouse	simple	0.2	0.2	12	13622	13622
mouse	simple	0.2	0.2	13	13622	13622
mouse	simple	0.2	0.2	14	13622	13622
mouse	simple	0.2	0.2	15	13622	13622
mouse	simple	0.2	0.2	16	13622	13622
mouse	simple	0.2	0.2	17	13622	13622
mouse	simple	0.2	0.2	18	13622	13622
mouse	simple	0.2	0.2	19	13622	13622
mouse	simple	0.2	0.2	20	13622	13622
mouse	simple	0.3	0.2	1	20433	13622
mouse	simple	0.3	0.2	2	20433	13622
mouse	simple	0.3	0.2	3	20433	13622
mouse	simple	0.3	0.2	4	20433	13622
mouse	simple	0.3	0.2	5	20433	13622
mouse	simple	0.3	0.2	6	20433	13622
mouse	simple	0.3	0.2	7	20433	13622
mouse	simple	0.3	0.2	8	20433	13622
mouse	simple	0.3	0.2	9	20433	13622
mouse	simple	0.3	0.2	10	20433	13622
mouse	simple	0.3	0.2	11	20433	13622
mouse	simple	0.3	0.2	12	20433	13622
mouse	simple	0.3	0.2	13	20433	13622
mouse	simple	0.3	0.2	14	20433	13622
mouse	simple	0.3	0.2	15	20433	13622
mouse	simple	0.3	0.2	16	20433	13622
mouse	simple	0.3	0.2	17	20433	13622
mouse	simple	0.3	0.2	18	20433	13622
mouse	simple	0.3	0.2	19	20433	13622
mouse	simple	0.3	0.2	20	20433	13622
mouse	simple	0.4	0.2	1	27244	13622
mouse	simple	0.4	0.2	2	27244	13622
mouse	simple	0.4	0.2	3	27244	13622
mouse	simple	0.4	0.2	4	27244	13622
mouse	simple	0.4	0.2	5	27244	13622
mouse	simple	0.4	0.2	6	27244	13622
mouse	simple	0.4	0.2	7	27244	13622
mouse	simple	0.4	0.2	8	27244	13622
mouse	simple	0.4	0.2	9	27244	13622
mouse	simple	0.4	0.2	10	27244	13622
mouse	simple	0.4	0.2	11	27244	13622
mouse	simple	0.4	0.2	12	27244	13622
mouse	simple	0.4	0.2	13	27244	13622
mouse	simple	0.4	0.2	14	27244	13622
mouse	simple	0.4	0.2	15	27244	13622
mouse	simple	0.4	0.2	16	27244	13622
mouse	simple	0.4	0.2	17	27244	13622
mouse	simple	0.4	0.2	18	27244	13622
mouse	simple	0.4	0.2	19	27244	13622
mouse	simple	0.4	0.2	20	27244	13622
mouse	simple	0.5	0.2	1	34056	13622
mouse	simple	0.5	0.2	2	34056	13622
mouse	simple	0.5	0.2	3	34056	13622
mouse	simple	0.5	0.2	4	34056	13622
mouse	simple	0.5	0.2	5	34056	13622
mouse	simple	0.5	0.2	6	34056	13622
mouse	simple	0.5	0.2	7	34056	13622
mouse	simple	0.5	0.2	8	34056	13622
mouse	simple	0.5	0.2	9	34056	13622
mouse	simple	0.5	0.2	10	34056	13622
mouse	simple	0.5	0.2	11	34056	13622
mouse	simple	0.5	0.2	12	34056	13622
mouse	simple	0.5	0.2	13	34056	13622
mouse	simple	0.5	0.2	14	34056	13622
mouse	simple	0.5	0.2	15	34056	13622
mouse	simple	0.5	0.2	16	34056	13622
mouse	simple	0.5	0.2	17	34056	13622
mouse	simple	0.5	0.2	18	34056	13622
mouse	simple	0.5	0.2	19	34056	13622
mouse	simple	0.5	0.2	20	34056	13622
mouse	simple	0.6	0.2	1	40867	13622
mouse	simple	0.6	0.2	2	40867	13622
mouse	simple	0.6	0.2	3	40867	13622
mouse	simple	0.6	0.2	4	40867	13622
mouse	simple	0.6	0.2	5	40867	13622
mouse	simple	0.6	0.2	6	40867	13622
mouse	simple	0.6	0.2	7	40867	13622
mouse	simple	0.6	0.2	8	40867	13622
mouse	simple	0.6	0.2	9	40867	13622
mouse	simple	0.6	0.2	10	40867	13622
mouse	simple	0.6	0.2	11	40867	13622
mouse	simple	0.6	0.2	12	40867	13622
mouse	simple	0.6	0.2	13	40867	13622
mouse	simple	0.6	0.2	14	40867	13622
mouse	simple	0.6	0.2	15	40867	13622
mouse	simple	0.6	0.2	16	40867	13622
mouse	simple	0.6	0.2	17	40867	13622
mouse	simple	0.6	0.2	18	40867	13622
mouse	simple	0.6	0.2	19	40867	13622
mouse	simple	0.6	0.2	20	40867	13622
mouse	simple	0.7	0.2	1	47678	13622
mouse	simple	0.7	0.2	2	47678	13622
mouse	simple	0.7	0.2	3	47678	13622
mouse	simple	0.7	0.2	4	47678	13622
mouse	simple	0.7	0.2	5	47678	13622
mouse	simple	0.7	0.2	6	47678	13622
mouse	simple	0.7	0.2	7	47678	13622
mouse	simple	0.7	0.2	8	47678	13622
mouse	simple	0.7	0.2	9	47678	13622
mouse	simple	0.7	0.2	10	47678	13622
mouse	simple	0.7	0.2	11	47678	13622
mouse	simple	0.7	0.2	12	47678	13622
mouse	simple	0.7	0.2	13	47678	13622
mouse	simple	0.7	0.2	14	47678	13622
mouse	simple	0.7	0.2	15	47678	13622
mouse	simple	0.7	0.2	16	47678	13622
mouse	simple	0.7	0.2	17	47678	13622
mouse	simple	0.7	0.2	18	47678	13622
mouse	simple	0.7	0.2	19	47678	13622
mouse	simple	0.7	0.2	20	47678	13622
mouse	simple	0.8	0.2	1	54489	13622
mouse	simple	0.8	0.2	2	54489	13622
mouse	simple	0.8	0.2	3	54489	13622
mouse	simple	0.8	0.2	4	54489	13622
mouse	simple	0.8	0.2	5	54489	13622
mouse	simple	0.8	0.2	6	54489	13622
mouse	simple	0.8	0.2	7	54489	13622
mouse	simple	0.8	0.2	8	54489	13622
mouse	simple	0.8	0.2	9	54489	13622
mouse	simple	0.8	0.2	10	54489	13622
mouse	simple	0.8	0.2	11	54489	13622
mouse	simple	0.8	0.2	12	54489	13622
mouse	simple	0.8	0.2	13	54489	13622
mouse	simple	0.8	0.2	14	54489	13622
mouse	simple	0.8	0.2	15	54489	13622
mouse	simple	0.8	0.2	16	54489	13622
mouse	simple	0.8	0.2	17	54489	13622
mouse	simple	0.8	0.2	18	54489	13622
mouse	simple	0.8	0.2	19	54489	13622
mouse	simple	0.8	0.2	20	54489	13622
mouse	abundance	0.1	0.2	1	6811	13622
mouse	abundance	0.1	0.2	2	6811	13622
mouse	abundance	0.1	0.2	3	6811	13622
mouse	abundance	0.1	0.2	4	6811	13622
mouse	abundance	0.1	0.2	5	6811	13622
mouse	abundance	0.1	0.2	6	6811	13622
mouse	abundance	0.1	0.2	7	6811	13622
mouse	abundance	0.1	0.2	8	6811	13622
mouse	abundance	0.1	0.2	9	6811	13622
mouse	abundance	0.1	0.2	10	6811	13622
mouse	abundance	0.1	0.2	11	6811	13622
mouse	abundance	0.1	0.2	12	6811	13622
mouse	abundance	0.1	0.2	13	6811	13622
mouse	abundance	0.1	0.2	14	6811	13622
mouse	abundance	0.1	0.2	15	6811	13622
mouse	abundance	0.1	0.2	16	6811	13622
mouse	abundance	0.1	0.2	17	6811	13622
mouse	abundance	0.1	0.2	18	6811	13622
mouse	abundance	0.1	0.2	19	6811	13622
mouse	abundance	0.1	0.2	20	6811	13622
mouse	abundance	0.2	0.2	1	13622	13622
mouse	abundance	0.2	0.2	2	13622	13622
mouse	abundance	0.2	0.2	3	13622	13622
mouse	abundance	0.2	0.2	4	13622	13622
mouse	abundance	0.2	0.2	5	13622	13622
mouse	abundance	0.2	0.2	6	13622	13622
mouse	abundance	0.2	0.2	7	13622	13622
mouse	abundance	0.2	0.2	8	13622	13622
mouse	abundance	0.2	0.2	9	13622	13622
mouse	abundance	0.2	0.2	10	13622	13622
mouse	abundance	0.2	0.2	11	13622	13622
mouse	abundance	0.2	0.2	12	13622	13622
mouse	abundance	0.2	0.2	13	13622	13622
mouse	abundance	0.2	0.2	14	13622	13622
mouse	abundance	0.2	0.2	15	13622	13622
mouse	abundance	0.2	0.2	16	13622	13622
mouse	abundance	0.2	0.2	17	13622	13622
mouse	abundance	0.2	0.2	18	13622	13622
mouse	abundance	0.2	0.2	19	13622	13622
mouse	abundance	0.2	0.2	20	13622	13622
mouse	abundance	0.3	0.2	1	20433	13622
mouse	abundance	0.3	0.2	2	20433	13622
mouse	abundance	0.3	0.2	3	20433	13622
mouse	abundance	0.3	0.2	4	20433	13622
mouse	abundance	0.3	0.2	5	20433	13622
mouse	abundance	0.3	0.2	6	20433	13622
mouse	abundance	0.3	0.2	7	20433	13622
mouse	abundance	0.3	0.2	8	20433	13622
mouse	abundance	0.3	0.2	9	20433	13622
mouse	abundance	0.3	0.2	10	20433	13622
mouse	abundance	0.3	0.2	11	20433	13622
mouse	abundance	0.3	0.2	12	20433	13622
mouse	abundance	0.3	0.2	13	20433	13622
mouse	abundance	0.3	0.2	14	20433	13622
mouse	abundance	0.3	0.2	15	20433	13622
mouse	abundance	0.3	0.2	16	20433	13622
mouse	abundance	0.3	0.2	17	20433	13622
mouse	abundance	0.3	0.2	18	20433	13622
mouse	abundance	0.3	0.2	19	20433	13622
mouse	abundance	0.3	0.2	20	20433	13622
mouse	abundance	0.4	0.2	1	27244	13622
mouse	abundance	0.4	0.2	2	27244	13622
mouse	abundance	0.4	0.2	3	27244	13622
mouse	abundance	0.4	0.2	4	27244	13622
mouse	abundance	0.4	0.2	5	27244	13622
mouse	abundance	0.4	0.2	6	27244	13622
mouse	abundance	0.4	0.2	7	27244	13622
mouse	abundance	0.4	0.2	8	27244	13622
mouse	abundance	0.4	0.2	9	27244	13622
mouse	abundance	0.4	0.2	10	27244	13622
mouse	abundance	0.4	0.2	11	27244	13622
mouse	abundance	0.4	0.2	12	27244	13622
mouse	abundance	0.4	0.2	13	27244	13622
mouse	abundance	0.4	0.2	14	27244	13622
mouse	abundance	0.4	0.2	15	27244	13622
mouse	abundance	0.4	0.2	16	27244	13622
mouse	abundance	0.4	0.2	17	27244	13622
mouse	abundance	0.4	0.2	18	27244	13622
mouse	abundance	0.4	0.2	19	27244	13622
mouse	abundance	0.4	0.2	20	27244	13622
mouse	abundance	0.5	0.2	1	34056	13622
mouse	abundance	0.5	0.2	2	34056	13622
mouse	abundance	0.5	0.2	3	34056	13622
mouse	abundance	0.5	0.2	4	34056	13622
mouse	abundance	0.5	0.2	5	34056	13622
mouse	abundance	0.5	0.2	6	34056	13622
mouse	abundance	0.5	0.2	7	34056	13622
mouse	abundance	0.5	0.2	8	34056	13622
mouse	abundance	0.5	0.2	9	34056	13622
mouse	abundance	0.5	0.2	10	34056	13622
mouse	abundance	0.5	0.2	11	34056	13622
mouse	abundance	0.5	0.2	12	34056	13622
mouse	abundance	0.5	0.2	13	34056	13622
mouse	abundance	0.5	0.2	14	34056	13622
mouse	abundance	0.5	0.2	15	34056	13622
mouse	abundance	0.5	0.2	16	34056	13622
mouse	abundance	0.5	0.2	17	34056	13622
mouse	abundance	0.5	0.2	18	34056	13622
mouse	abundance	0.5	0.2	19	34056	13622
mouse	abundance	0.5	0.2	20	34056	13622
mouse	abundance	0.6	0.2	1	40867	13622
mouse	abundance	0.6	0.2	2	40867	13622
mouse	abundance	0.6	0.2	3	40867	13622
mouse	abundance	0.6	0.2	4	40867	13622
mouse	abundance	0.6	0.2	5	40867	13622
mouse	abundance	0.6	0.2	6	40867	13622
mouse	abundance	0.6	0.2	7	40867	13622
mouse	abundance	0.6	0.2	8	40867	13622
mouse	abundance	0.6	0.2	9	40867	13622
mouse	abundance	0.6	0.2	10	40867	13622
mouse	abundance	0.6	0.2	11	40867	13622
mouse	abundance	0.6	0.2	12	40867	13622
mouse	abundance	0.6	0.2	13	40867	13622
mouse	abundance	0.6	0.2	14	40867	13622
mouse	abundance	0.6	0.2	15	40867	13622
mouse	abundance	0.6	0.2	16	40867	13622
mouse	abundance	0.6	0.2	17	40867	13622
mouse	abundance	0.6	0.2	18	40867	13622
mouse	abundance	0.6	0.2	19	40867	13622
mouse	abundance	0.6	0.2	20	40867	13622
mouse	abundance	0.7	0.2	1	47678	13622
mouse	abundance	0.7	0.2	2	47678	13622
mouse	abundance	0.7	0.2	3	47678	13622
mouse	abundance	0.7	0.2	4	47678	13622
mouse	abundance	0.7	0.2	5	47678	13622
mouse	abundance	0.7	0.2	6	47678	13622
mouse	abundance	0.7	0.2	7	47678	13622
mouse	abundance	0.7	0.2	8	47678	13622
mouse	abundance	0.7	0.2	9	47678	13622
mouse	abundance	0.7	0.2	10	47678	13622
mouse	abundance	0.7	0.2	11	47678	13622
mouse	abundance	0.7	0.2	12	47678	13622
mouse	abundance	0.7	0.2	13	47678	13622
mouse	abundance	0.7	0.2	14	47678	13622
mouse	abundance	0.7	0.2	15	47678	13622
mouse	abundance	0.7	0.2	16	47678	13622
mouse	abundance	0.7	0.2	17	47678	13622
mouse	abundance	0.7	0.2	18	47678	13622
mouse	abundance	0.7	0.2	19	47678	13622
mouse	abundance	0.7	0.2	20	47678	13622
mouse	abundance	0.8	0.2	1	54489	13622
mouse	abundance	0.8	0.2	2	54489	13622
mouse	abundance	0.8	0.2	3	54489	13622
mouse	abundance	0.8	0.2	4	54489	13622
mouse	abundance	0.8	0.2	5	54489	13622
mouse	abundance	0.8	0.2	6	54489	13622
mouse	abundance	0.8	0.2	7	54489	13622
mouse	abundance	0.8	0.2	8	54489	13622
mouse	abundance	0.8	0.2	9	54489	13622
mouse	abundance	0.8	0.2	10	54489	13622
mouse	abundance	0.8	0.2	11	54489	13622
mouse	abundance	0.8	0.2	12	54489	13622
mouse	abundance	0.8	0.2	13	54489	13622
mouse	abundance	0.8	0.2	14	54489	13622
mouse	abundance	0.8	0.2	15	54489	13622
mouse	abundance	0.8	0.2	16	54489	13622
mouse	abundance	0.8	0.2	17	54489	13622
mouse	abundance	0.8	0.2	18	54489	13622
mouse	abundance	0.8	0.2	19	54489	13622
mouse	abundance	0.8	0.2	20	54489	13622
mouse	distance	0.1	0.2	1	6811	13622
mouse	distance	0.1	0.2	2	6811	13622
mouse	distance	0.1	0.2	3	6811	13622
mouse	distance	0.1	0.2	4	6811	13622
mouse	distance	0.1	0.2	5	6811	13622
mouse	distance	0.1	0.2	6	6811	13622
mouse	distance	0.1	0.2	7	6811	13622
mouse	distance	0.1	0.2	8	6811	13622
mouse	distance	0.1	0.2	9	6811	13622
mouse	distance	0.1	0.2	10	6811	13622
mouse	distance	0.1	0.2	11	6811	13622
mouse	distance	0.1	0.2	12	6811	13622
mouse	distance	0.1	0.2	13	6811	13622
mouse	distance	0.1	0.2	14	6811	13622
mouse	distance	0.1	0.2	15	6811	13622
mouse	distance	0.1	0.2	16	6811	13622
mouse	distance	0.1	0.2	17	6811	13622
mouse	distance	0.1	0.2	18	6811	13622
mouse	distance	0.1	0.2	19	6811	13622
mouse	distance	0.1	0.2	20	6811	13622
mouse	distance	0.2	0.2	1	13622	13622
mouse	distance	0.2	0.2	2	13622	13622
mouse	distance	0.2	0.2	3	13622	13622
mouse	distance	0.2	0.2	4	13622	13622
mouse	distance	0.2	0.2	5	13622	13622
mouse	distance	0.2	0.2	6	13622	13622
mouse	distance	0.2	0.2	7	13622	13622
mouse	distance	0.2	0.2	8	13622	13622
mouse	distance	0.2	0.2	9	13622	13622
mouse	distance	0.2	0.2	10	13622	13622
mouse	distance	0.2	0.2	11	13622	13622
mouse	distance	0.2	0.2	12	13622	13622
mouse	distance	0.2	0.2	13	13622	13622
mouse	distance	0.2	0.2	14	13622	13622
mouse	distance	0.2	0.2	15	13622	13622
mouse	distance	0.2	0.2	16	13622	13622
mouse	distance	0.2	0.2	17	13622	13622
mouse	distance	0.2	0.2	18	13622	13622
mouse	distance	0.2	0.2	19	13622	13622
mouse	distance	0.2	0.2	20	13622	13622
mouse	distance	0.3	0.2	1	20433	13622
mouse	distance	0.3	0.2	2	20433	13622
mouse	distance	0.3	0.2	3	20433	13622
mouse	distance	0.3	0.2	4	20433	13622
mouse	distance	0.3	0.2	5	20433	13622
mouse	distance	0.3	0.2	6	20433	13622
mouse	distance	0.3	0.2	7	20433	13622
mouse	distance	0.3	0.2	8	20433	13622
mouse	distance	0.3	0.2	9	20433	13622
mouse	distance	0.3	0.2	10	20433	13622
mouse	distance	0.3	0.2	11	20433	13622
mouse	distance	0.3	0.2	12	20433	13622
mouse	distance	0.3	0.2	13	20433	13622
mouse	distance	0.3	0.2	14	20433	13622
mouse	distance	0.3	0.2	15	20433	13622
mouse	distance	0.3	0.2	16	20433	13622
mouse	distance	0.3	0.2	17	20433	13622
mouse	distance	0.3	0.2	18	20433	13622
mouse	distance	0.3	0.2	19	20433	13622
mouse	distance	0.3	0.2	20	20433	13622
mouse	distance	0.4	0.2	1	27244	13622
mouse	distance	0.4	0.2	2	27244	13622
mouse	distance	0.4	0.2	3	27244	13622
mouse	distance	0.4	0.2	4	27244	13622
mouse	distance	0.4	0.2	5	27244	13622
mouse	distance	0.4	0.2	6	27244	13622
mouse	distance	0.4	0.2	7	27244	13622
mouse	distance	0.4	0.2	8	27244	13622
mouse	distance	0.4	0.2	9	27244	13622
mouse	distance	0.4	0.2	10	27244	13622
mouse	distance	0.4	0.2	11	27244	13622
mouse	distance	0.4	0.2	12	27244	13622
mouse	distance	0.4	0.2	13	27244	13622
mouse	distance	0.4	0.2	14	27244	13622
mouse	distance	0.4	0.2	15	27244	13622
mouse	distance	0.4	0.2	16	27244	13622
mouse	distance	0.4	0.2	17	27244	13622
mouse	distance	0.4	0.2	18	27244	13622
mouse	distance	0.4	0.2	19	27244	13622
mouse	distance	0.4	0.2	20	27244	13622
mouse	distance	0.5	0.2	1	34056	13622
mouse	distance	0.5	0.2	2	34056	13622
mouse	distance	0.5	0.2	3	34056	13622
mouse	distance	0.5	0.2	4	34056	13622
mouse	distance	0.5	0.2	5	34056	13622
mouse	distance	0.5	0.2	6	34056	13622
mouse	distance	0.5	0.2	7	34056	13622
mouse	distance	0.5	0.2	8	34056	13622
mouse	distance	0.5	0.2	9	34056	13622
mouse	distance	0.5	0.2	10	34056	13622
mouse	distance	0.5	0.2	11	34056	13622
mouse	distance	0.5	0.2	12	34056	13622
mouse	distance	0.5	0.2	13	34056	13622
mouse	distance	0.5	0.2	14	34056	13622
mouse	distance	0.5	0.2	15	34056	13622
mouse	distance	0.5	0.2	16	34056	13622
mouse	distance	0.5	0.2	17	34056	13622
mouse	distance	0.5	0.2	18	34056	13622
mouse	distance	0.5	0.2	19	34056	13622
mouse	distance	0.5	0.2	20	34056	13622
mouse	distance	0.6	0.2	1	40867	13622
mouse	distance	0.6	0.2	2	40867	13622
mouse	distance	0.6	0.2	3	40867	13622
mouse	distance	0.6	0.2	4	40867	13622
mouse	distance	0.6	0.2	5	40867	13622
mouse	distance	0.6	0.2	6	40867	13622
mouse	distance	0.6	0.2	7	40867	13622
mouse	distance	0.6	0.2	8	40867	13622
mouse	distance	0.6	0.2	9	40867	13622
mouse	distance	0.6	0.2	10	40867	13622
mouse	distance	0.6	0.2	11	40867	13622
mouse	distance	0.6	0.2	12	40867	13622
mouse	distance	0.6	0.2	13	40867	13622
mouse	distance	0.6	0.2	14	40867	13622
mouse	distance	0.6	0.2	15	40867	13622
mouse	distance	0.6	0.2	16	40867	13622
mouse	distance	0.6	0.2	17	40867	13622
mouse	distance	0.6	0.2	18	40867	13622
mouse	distance	0.6	0.2	19	40867	13622
mouse	distance	0.6	0.2	20	40867	13622
mouse	distance	0.7	0.2	1	47678	13622
mouse	distance	0.7	0.2	2	47678	13622
mouse	distance	0.7	0.2	3	47678	13622
mouse	distance	0.7	0.2	4	47678	13622
mouse	distance	0.7	0.2	5	47678	13622
mouse	distance	0.7	0.2	6	47678	13622
mouse	distance	0.7	0.2	7	47678	13622
mouse	distance	0.7	0.2	8	47678	13622
mouse	distance	0.7	0.2	9	47678	13622
mouse	distance	0.7	0.2	10	47678	13622
mouse	distance	0.7	0.2	11	47678	13622
mouse	distance	0.7	0.2	12	47678	13622
mouse	distance	0.7	0.2	13	47678	13622
mouse	distance	0.7	0.2	14	47678	13622
mouse	distance	0.7	0.2	15	47678	13622
mouse	distance	0.7	0.2	16	47678	13622
mouse	distance	0.7	0.2	17	47678	13622
mouse	distance	0.7	0.2	18	47678	13622
mouse	distance	0.7	0.2	19	47678	13622
mouse	distance	0.7	0.2	20	47678	13622
mouse	distance	0.8	0.2	1	54489	13622
mouse	distance	0.8	0.2	2	54489	13622
mouse	distance	0.8	0.2	3	54489	13622
mouse	distance	0.8	0.2	4	54489	13622
mouse	distance	0.8	0.2	5	54489	13622
mouse	distance	0.8	0.2	6	54489	13622
mouse	distance	0.8	0.2	7	54489	13622
mouse	distance	0.8	0.2	8	54489	13622
